step,mloss,gloss,loss
76600,0.2981,0.8126,1.1107
76700,0.2971,0.8117,1.1088
76800,0.2975,0.811,1.1085
76900,0.2982,0.8097,1.1078999999999999
77000,0.2974,0.8086,1.1059999999999999
77100,0.2974,0.8043,1.1017000000000001
77200,0.2981,0.7698,1.0679
77300,0.3,0.7152,1.0151999999999999
77400,0.2989,0.6958,0.9946999999999999
77500,0.2984,0.6898,0.9882
77600,0.2971,0.6841,0.9812000000000001
77700,0.2978,0.6777,0.9755
77800,0.2975,0.6769,0.9743999999999999
77900,0.2984,0.6744,0.9728
78000,0.3003,0.674,0.9743
78100,0.2977,0.6732,0.9709000000000001
78200,0.2973,0.6725,0.9698
78300,0.2983,0.6733,0.9716
78400,0.2997,0.6707,0.9703999999999999
78500,0.2973,0.671,0.9683
78600,0.2985,0.6722,0.9707
78700,0.2974,0.6697,0.9671
78800,0.2969,0.6705,0.9674
78900,0.298,0.6689,0.9669000000000001
79000,0.2979,0.6674,0.9653
79100,0.2976,0.6703,0.9679
79200,0.2973,0.6698,0.9671
79300,0.2976,0.6679,0.9655
79400,0.2972,0.6675,0.9647
79500,0.2983,0.6685,0.9668
79600,0.2981,0.6679,0.966
79700,0.2961,0.6684,0.9644999999999999
79800,0.2957,0.6684,0.9641
79900,0.2954,0.6696,0.965
80000,0.297,0.6717,0.9686999999999999
80100,0.2978,0.6741,0.9719
80200,0.297,0.6743,0.9713
80300,0.2958,0.6735,0.9693
80400,0.296,0.673,0.9690000000000001
80500,0.2981,0.6726,0.9706999999999999
80600,0.2974,0.6726,0.97
80700,0.298,0.672,0.97
80800,0.2968,0.6722,0.9690000000000001
80900,0.2975,0.6716,0.9691
81000,0.2975,0.671,0.9685
81100,0.2966,0.6712,0.9678
81200,0.2973,0.6722,0.9695
81300,0.2977,0.6715,0.9692000000000001
81400,0.2967,0.6716,0.9682999999999999
81500,0.2976,0.6715,0.9691
81600,0.2965,0.6706,0.9671
81700,0.2964,0.6697,0.9661
81800,0.2947,0.6716,0.9662999999999999
81900,0.2969,0.6705,0.9674
82000,0.2958,0.6692,0.9650000000000001
82100,0.2951,0.6699,0.9650000000000001
82200,0.2958,0.6685,0.9642999999999999
82300,0.2967,0.6679,0.9646000000000001
82400,0.2969,0.6681,0.9650000000000001
82500,0.2969,0.6657,0.9625999999999999
82600,0.298,0.6626,0.9605999999999999
82700,0.2975,0.6602,0.9577
82800,0.2967,0.6567,0.9534
82900,0.298,0.6562,0.9541999999999999
83000,0.2974,0.6543,0.9517
83100,0.296,0.6484,0.9443999999999999
83200,0.2997,0.5976,0.8973
83300,0.2998,0.5342,0.8340000000000001
83400,0.301,0.5028,0.8038000000000001
83500,0.3007,0.4963,0.797
83600,0.3004,0.4943,0.7947
83700,0.3005,0.494,0.7945
83800,0.2997,0.4926,0.7923
83900,0.2995,0.4902,0.7897000000000001
84000,0.2973,0.4876,0.7848999999999999
84100,0.2977,0.4897,0.7874000000000001
84200,0.2993,0.4737,0.773
84300,0.2999,0.4148,0.7147
84400,0.3014,0.3766,0.6779999999999999
84500,0.3026,0.3473,0.6498999999999999
84600,0.3006,0.3216,0.6222
84700,0.3013,0.3163,0.6176
84800,0.3018,0.3093,0.6111
84900,0.2995,0.3051,0.6046
85000,0.3005,0.2589,0.5594
85100,0.3023,0.2146,0.5169
85200,0.304,0.1892,0.49319999999999997
85300,0.3056,0.1814,0.487
85400,0.3034,0.1706,0.474
85500,0.3033,0.1646,0.4679
85600,0.3055,0.1645,0.47
85700,0.3043,0.1599,0.4642
85800,0.3023,0.1563,0.4586
85900,0.3027,0.1518,0.4545
86000,0.3019,0.148,0.44989999999999997
86100,0.3034,0.1489,0.45230000000000004
86200,0.303,0.1442,0.4472
86300,0.303,0.1461,0.4491
86400,0.3035,0.1393,0.44279999999999997
86500,0.3031,0.1365,0.4396
86600,0.3026,0.1382,0.44079999999999997
86700,0.303,0.1432,0.4462
86800,0.3034,0.1428,0.44620000000000004
86900,0.302,0.1432,0.4452
87000,0.3017,0.1485,0.45020000000000004
87100,0.3019,0.1427,0.4446
87200,0.2995,0.1401,0.4396
87300,0.3013,0.1384,0.4397
87400,0.3013,0.1359,0.43720000000000003
87500,0.301,0.1356,0.4366
87600,0.3012,0.1341,0.4353
87700,0.3013,0.1353,0.4366
87800,0.2985,0.1367,0.4352
87900,0.3003,0.1346,0.4349
88000,0.3007,0.1324,0.43310000000000004
88100,0.3007,0.1335,0.43420000000000003
88200,0.299,0.1309,0.42989999999999995
88300,0.3003,0.1341,0.4344
88400,0.3017,0.1302,0.43190000000000006
88500,0.2997,0.1291,0.4288
88600,0.3,0.1283,0.4283
88700,0.3004,0.1311,0.4315
88800,0.3017,0.1291,0.4308
88900,0.3007,0.1279,0.42860000000000004
89000,0.3007,0.1285,0.4292
89100,0.3015,0.128,0.4295
89200,0.3,0.126,0.426
89300,0.2982,0.1285,0.4267
89400,0.2983,0.1258,0.42410000000000003
89500,0.2984,0.1241,0.4225
89600,0.299,0.1244,0.4234
89700,0.299,0.1233,0.4223
89800,0.2993,0.1228,0.42210000000000003
89900,0.3002,0.1221,0.4223
90000,0.2979,0.1238,0.42169999999999996
90100,0.2994,0.1233,0.4227
90200,0.2984,0.1223,0.4207
90300,0.2982,0.1216,0.4198
90400,0.2982,0.1213,0.41950000000000004
90500,0.2987,0.1208,0.41950000000000004
90600,0.3005,0.1222,0.42269999999999996
90700,0.2997,0.1208,0.42050000000000004
90800,0.3,0.1225,0.4225
90900,0.2986,0.121,0.4196
91000,0.2989,0.1199,0.4188
91100,0.2986,0.118,0.41659999999999997
91200,0.2986,0.1186,0.41719999999999996
91300,0.2979,0.1174,0.4153
91400,0.2985,0.1168,0.4153
91500,0.2976,0.1175,0.41509999999999997
91600,0.2983,0.1169,0.4152
91700,0.2985,0.1183,0.4168
91800,0.2984,0.1176,0.416
91900,0.2969,0.1167,0.41359999999999997
92000,0.2969,0.1162,0.4131
92100,0.2985,0.1171,0.41559999999999997
92200,0.2981,0.1155,0.41359999999999997
92300,0.2958,0.1159,0.4117
92400,0.2974,0.1141,0.4115
92500,0.297,0.1144,0.4114
92600,0.2987,0.1138,0.41250000000000003
92700,0.2989,0.1136,0.4125
92800,0.2982,0.1116,0.40980000000000005
92900,0.2978,0.1144,0.4122
93000,0.2986,0.1128,0.4114
93100,0.2994,0.1113,0.4107
93200,0.2986,0.1115,0.41009999999999996
93300,0.299,0.1109,0.4099
93400,0.2981,0.1102,0.4083
93500,0.2984,0.1104,0.4088
93600,0.2985,0.1099,0.4084
93700,0.2986,0.1104,0.409
93800,0.2979,0.1105,0.4084
93900,0.2991,0.1091,0.4082
94000,0.2976,0.1097,0.4073
94100,0.2967,0.1079,0.4046
94200,0.2974,0.1085,0.4059
94300,0.2985,0.1076,0.4061
94400,0.2985,0.1085,0.407
94500,0.2975,0.1064,0.4039
94600,0.2978,0.107,0.4048
94700,0.2976,0.1071,0.40469999999999995
94800,0.298,0.107,0.40499999999999997
94900,0.298,0.1062,0.4042
95000,0.2994,0.108,0.4074
95100,0.2964,0.1068,0.4032
95200,0.2981,0.1074,0.40549999999999997
95300,0.2965,0.1069,0.4034
95400,0.2964,0.1074,0.4038
95500,0.2982,0.1069,0.4051
95600,0.2969,0.1071,0.404
95700,0.296,0.1066,0.40259999999999996
95800,0.2963,0.1056,0.40190000000000003
95900,0.2963,0.1065,0.4028
96000,0.2957,0.105,0.4007
96100,0.2962,0.1053,0.4015
96200,0.2961,0.1045,0.40059999999999996
96300,0.2937,0.1044,0.3981
96400,0.2957,0.1044,0.4001
96500,0.2951,0.1045,0.39959999999999996
96600,0.2945,0.1032,0.3977
96700,0.2945,0.1036,0.3981
96800,0.2939,0.1029,0.3968
96900,0.2934,0.1036,0.397
97000,0.294,0.1014,0.3954
97100,0.2931,0.1043,0.39740000000000003
97200,0.2922,0.1043,0.3965
97300,0.2932,0.1041,0.3973
97400,0.293,0.1049,0.3979
97500,0.2921,0.1047,0.39680000000000004
97600,0.2917,0.1031,0.39480000000000004
97700,0.2905,0.1048,0.3953
97800,0.2905,0.1039,0.3944
97900,0.2901,0.1024,0.3925
98000,0.2896,0.1031,0.39270000000000005
98100,0.2885,0.103,0.39149999999999996
98200,0.289,0.1018,0.3908
98300,0.2894,0.1011,0.39049999999999996
98400,0.2889,0.1016,0.39049999999999996
98500,0.2881,0.1011,0.3892
98600,0.2877,0.0999,0.3876
98700,0.2883,0.0993,0.3876
98800,0.2878,0.1002,0.388
98900,0.289,0.0991,0.3881
99000,0.2876,0.0987,0.38630000000000003
99100,0.2869,0.0964,0.3833
99200,0.2881,0.0988,0.3869
99300,0.2866,0.0985,0.3851
99400,0.2878,0.0969,0.3847
99500,0.2879,0.098,0.3859
99600,0.2872,0.0976,0.38480000000000003
99700,0.2858,0.0958,0.3816
99800,0.2855,0.0968,0.3823
99900,0.2842,0.0972,0.3814
100000,0.2853,0.0965,0.38180000000000003
100100,0.2857,0.0958,0.3815
100200,0.2849,0.0956,0.3805
100300,0.2853,0.0959,0.3812
100400,0.2857,0.0961,0.38180000000000003
100500,0.2853,0.0956,0.3809
100600,0.2852,0.0944,0.3796
100700,0.2851,0.094,0.3791
100800,0.2847,0.0923,0.377
100900,0.2832,0.0933,0.3765
101000,0.2846,0.0923,0.3769
101100,0.2847,0.0925,0.3772
101200,0.2847,0.0905,0.3752
101300,0.2856,0.0919,0.3775
101400,0.285,0.0921,0.3771
101500,0.2859,0.0918,0.3777
101600,0.2846,0.0916,0.37620000000000003
101700,0.2855,0.0921,0.3776
101800,0.2836,0.0912,0.3748
101900,0.2852,0.0917,0.3769
102000,0.2844,0.0909,0.37529999999999997
102100,0.2845,0.0893,0.37379999999999997
102200,0.2863,0.0901,0.3764
102300,0.2844,0.0887,0.3731
102400,0.2846,0.09,0.37460000000000004
102500,0.284,0.0883,0.37229999999999996
102600,0.2841,0.0881,0.37220000000000003
102700,0.2836,0.0881,0.37170000000000003
102800,0.2837,0.0877,0.3714
102900,0.2845,0.0863,0.37079999999999996
103000,0.285,0.0869,0.3719
103100,0.2858,0.0863,0.3721
103200,0.2856,0.0864,0.372
103300,0.2863,0.0848,0.3711
103400,0.2853,0.0856,0.3709
103500,0.2865,0.0855,0.372
103600,0.2862,0.0841,0.3703
103700,0.2868,0.0841,0.3709
103800,0.2876,0.085,0.37260000000000004
103900,0.2875,0.0836,0.3711
104000,0.2887,0.0835,0.37220000000000003
104100,0.2882,0.0845,0.37270000000000003
104200,0.2877,0.0838,0.3715
104300,0.2886,0.0838,0.3724
104400,0.2884,0.0833,0.3717
104500,0.2885,0.0833,0.37179999999999996
104600,0.2884,0.0825,0.3709
104700,0.2867,0.0826,0.3693
104800,0.2859,0.0816,0.3675
104900,0.2864,0.082,0.3684
105000,0.2864,0.0817,0.3681
