config_label,config,mean_roc_auc,sd_roc_auc,mean_ks,mean_tvd,runs
lr=0.001 + wide 512,"{""lr"": 0.001, ""model_params"": {""n_units_hidden"": 512, ""n_layers_hidden"": 3, ""dropout"": 0.0}}",0.6017656177840663,0.0005987791807497304,0.016106666666666672,0.1832933333333333,3
lr=0.001,"{""lr"": 0.001}",0.5952926057470947,0.002000589888311995,0.017201666666666688,0.1829845833333333,3
